yob,gender,province_territory,hh_income,vote_for
1991,Woman,Ontario,14000,ndp
1958,Woman,Saskatchewan,135000,Conservative Party
1992,Woman,Ontario,7000,ndp
1992,Woman,Saskatchewan,75000,Conservative Party
1951,Woman,Alberta,30000,Green Party
1957,Woman,British Columbia,130000,Liberal Party
1946,Woman,Alberta,60000,Liberal Party
1969,Man,Ontario,48000,Liberal Party
1942,Woman,Ontario,25000,Conservative Party
1980,Woman,Ontario,165000,ndp
1957,Woman,Alberta,57000,Conservative Party
1974,Woman,Ontario,124000,ndp
1941,Woman,Nova Scotia,30000,Liberal Party
1970,Man,Ontario,75000,Liberal Party
1957,Woman,Ontario,70000,ndp
1955,Man,Ontario,36000,Conservative Party
1948,Man,Ontario,125000,Liberal Party
1991,Woman,Ontario,80000,Liberal Party
1978,Woman,Quebec,99000,Liberal Party
1949,Woman,Ontario,18000,ndp
1936,Woman,Ontario,80000,Conservative Party
1971,Man,Ontario,145000,Liberal Party
1953,Man,Ontario,200000,Liberal Party
1983,Man,Ontario,51000,Conservative Party
1980,Man,Ontario,75000,Liberal Party
1987,Woman,Saskatchewan,67000,ndp
1943,Woman,Quebec,35000,Conservative Party
1971,Woman,Ontario,130000,Conservative Party
1948,Woman,Nova Scotia,149000,Liberal Party
1965,Woman,Alberta,42000,Conservative Party
1965,Man,Ontario,84000,Conservative Party
1975,Man,Quebec,70000,Liberal Party
1972,Woman,Ontario,85000,Conservative Party
1995,Man,Alberta,48000,Conservative Party
1983,Woman,Alberta,21000,Conservative Party
1982,Woman,Alberta,90000,Conservative Party
1988,Man,Ontario,75000,Liberal Party
1939,Woman,Alberta,42000,Conservative Party
1957,Woman,Saskatchewan,55000,Conservative Party
1950,Man,Nova Scotia,16,People's Party
1978,Man,Ontario,89000,Conservative Party
1983,Man,Ontario,122500,ndp
1978,Man,Ontario,175000,Conservative Party
1978,Woman,Ontario,71000,Conservative Party
1958,Woman,Quebec,37000,Conservative Party
1962,Man,Ontario,150000,ndp
1949,Man,Ontario,78000,Green Party
1948,Man,Saskatchewan,19000,Conservative Party
1988,Man,Ontario,125000,People's Party
1997,Woman,Ontario,30000,Liberal Party
1964,Woman,Ontario,42000,Liberal Party
1985,Woman,Ontario,95000,Liberal Party
1960,Woman,Saskatchewan,90000,Conservative Party
1950,Woman,Ontario,105000,Conservative Party
1966,Woman,Quebec,86000,Liberal Party
1958,Woman,Nova Scotia,85000,Liberal Party
2000,Woman,British Columbia,27999,Conservative Party
1969,Woman,Ontario,190000,Conservative Party
1955,Man,Ontario,44000,Liberal Party
1976,Woman,British Columbia,95000,Liberal Party
1963,Woman,Quebec,40000,ndp
1975,Man,Manitoba,13000,Green Party
1991,Man,Ontario,70000,Conservative Party
1957,Woman,Ontario,39000,Conservative Party
1952,Woman,Manitoba,49000,Green Party
1961,Woman,Ontario,60000,Liberal Party
1973,Woman,Manitoba,91000,Green Party
1960,Man,Saskatchewan,98000,Conservative Party
1945,Woman,Quebec,35500,Conservative Party
1975,Woman,Ontario,100000,Liberal Party
1956,Man,British Columbia,50000,Liberal Party
1985,Man,British Columbia,150000,Conservative Party
1959,Man,Quebec,12000,ndp
1973,Woman,Ontario,160000,Liberal Party
1950,Woman,British Columbia,600000,Conservative Party
1950,Woman,Saskatchewan,60000,Conservative Party
1984,Woman,Ontario,85000,ndp
1955,Woman,Ontario,88000,Liberal Party
1940,Man,Quebec,55000,Liberal Party
1959,Man,British Columbia,120000,Conservative Party
1973,Woman,Ontario,120000,Liberal Party
1962,Woman,Quebec,43000,Liberal Party
1991,Woman,Ontario,145000,Liberal Party
1938,Man,British Columbia,65000,ndp
1960,Man,Saskatchewan,91000,ndp
1981,Woman,Quebec,50000,Green Party
1981,Man,Manitoba,79000,Conservative Party
1995,Woman,Alberta,2000,Green Party
1982,Woman,British Columbia,19000,Liberal Party
1952,Woman,Quebec,60000,Liberal Party
1980,Woman,British Columbia,140000,Liberal Party
1947,Woman,Ontario,54000,Liberal Party
1950,Woman,British Columbia,64000,Conservative Party
1996,Woman,Manitoba,21000,ndp
1940,Man,British Columbia,55000,Liberal Party
1976,Woman,Alberta,58000,Conservative Party
1991,Woman,Ontario,39000,Liberal Party
1963,Woman,Ontario,30000,Conservative Party
1976,Man,Ontario,90000,Conservative Party
1954,Woman,Manitoba,25000,Liberal Party
1952,Woman,British Columbia,24000,ndp
1961,Woman,Ontario,27000,Liberal Party
1996,Woman,Quebec,55000,Conservative Party
1997,Woman,Quebec,30000,Bloc Québécois
1941,Woman,Alberta,22269,Conservative Party
1987,Man,Alberta,136000,Conservative Party
1969,Man,Ontario,99999,Green Party
1977,Woman,British Columbia,85000,Conservative Party
1967,Woman,British Columbia,45000,Green Party
1966,Woman,Alberta,40000,Conservative Party
1954,Woman,Quebec,27000,Green Party
1982,Woman,Alberta,45000,Green Party
1948,Man,Quebec,16000,Liberal Party
1959,Man,Ontario,14000,Conservative Party
1980,Man,Ontario,39000,ndp
1970,Woman,Alberta,70000,Conservative Party
1993,Woman,Ontario,125000,Liberal Party
1968,Woman,Ontario,67000,Conservative Party
1956,Woman,Ontario,115000,Liberal Party
1984,Woman,Alberta,9750,ndp
1962,Woman,British Columbia,150000,Conservative Party
1990,Woman,Alberta,45000,Conservative Party
1956,Woman,British Columbia,85000,Conservative Party
1947,Man,Quebec,65000,Liberal Party
1961,Woman,British Columbia,77000,Liberal Party
1954,Woman,Ontario,36000,Conservative Party
1966,Woman,British Columbia,80000,Liberal Party
1971,Woman,Alberta,135000,Conservative Party
1960,Man,British Columbia,6300,Liberal Party
1966,Woman,Quebec,9500,Liberal Party
1980,Woman,Alberta,70000,Liberal Party
1958,Man,Ontario,14000,ndp
1989,Woman,Ontario,75000,Conservative Party
1958,Woman,Ontario,39000,Liberal Party
1952,Man,Ontario,75000,Conservative Party
1987,Man,Ontario,66000,Conservative Party
1983,Woman,Ontario,130000,Liberal Party
1953,Woman,Alberta,50000,ndp
1982,Woman,Quebec,44000,ndp
1945,Man,Ontario,24000,Conservative Party
1966,Man,Alberta,23000,Conservative Party
1990,Man,Ontario,109000,Liberal Party
1970,Woman,Ontario,35000,Liberal Party
1995,Woman,Nova Scotia,45000,ndp
1971,Woman,Nova Scotia,119000,Liberal Party
1985,Man,Ontario,84000,Liberal Party
1953,Woman,Quebec,49000,Conservative Party
1976,Woman,Ontario,50000,Liberal Party
1953,Man,Ontario,80000,Liberal Party
1947,Woman,Quebec,55000,Bloc Québécois
1978,Woman,Quebec,60000,Liberal Party
1990,Man,British Columbia,30000,Green Party
1951,Man,Saskatchewan,94000,ndp
1979,Woman,Ontario,80000,Liberal Party
1963,Woman,Quebec,99999,Conservative Party
1955,Man,Alberta,20000,Conservative Party
1936,Man,Quebec,44000,Bloc Québécois
1985,Man,Newfoundland and Labrador,45000,Liberal Party
1991,Woman,Ontario,71000,Liberal Party
1974,Man,New Brunswick,82000,Liberal Party
1981,Woman,Quebec,69000,Liberal Party
1971,Woman,Ontario,64000,Liberal Party
1948,Man,Nova Scotia,145000,ndp
1974,Woman,Ontario,89000,Liberal Party
1951,Man,Alberta,45000,Green Party
1970,Woman,Ontario,72000,Liberal Party
1976,Woman,New Brunswick,125000,Conservative Party
1954,Man,Ontario,28000,Green Party
1983,Woman,Newfoundland and Labrador,30000,Conservative Party
1975,Woman,Quebec,90000,Liberal Party
1951,Woman,Ontario,49000,Conservative Party
1977,Woman,Ontario,35000,ndp
1978,Woman,New Brunswick,105000,Conservative Party
1968,Man,Ontario,59000,Conservative Party
1951,Man,Ontario,56000,Conservative Party
1962,Woman,Ontario,16000,ndp
1975,Woman,Ontario,135000,ndp
1988,Man,Ontario,50000,People's Party
1994,Woman,Ontario,52000,Liberal Party
1966,Woman,Quebec,80000,Liberal Party
1966,Woman,Ontario,55000,Liberal Party
1949,Woman,Ontario,46000,Conservative Party
1996,Man,Nova Scotia,6848382,Green Party
1970,Man,Ontario,60000,ndp
1967,Woman,Ontario,24000,Liberal Party
1958,Woman,Alberta,50000,Conservative Party
1978,Woman,Quebec,90000,ndp
1948,Man,Ontario,36000,Conservative Party
1975,Man,Quebec,58000,Liberal Party
1957,Man,Manitoba,37000,Liberal Party
1953,Man,Ontario,69000,Conservative Party
1962,Woman,Alberta,120000,Conservative Party
1956,Woman,Quebec,80000,Bloc Québécois
1971,Woman,Ontario,90000,Liberal Party
1989,Woman,Ontario,35000,Liberal Party
1948,Man,Quebec,32000,Liberal Party
1941,Man,Prince Edward Island,51000,Liberal Party
1978,Man,Ontario,80000,Conservative Party
1934,Man,Ontario,39000,Conservative Party
1951,Man,Ontario,60000,Conservative Party
1996,Woman,Ontario,60000,ndp
1953,Man,Ontario,60000,Liberal Party
1979,Woman,New Brunswick,52000,Green Party
1989,Woman,Manitoba,50000,ndp
1973,Man,Ontario,19000,Liberal Party
1959,Woman,Ontario,51000,Liberal Party
1972,Woman,Quebec,34000,Liberal Party
1950,Woman,Ontario,70000,Liberal Party
1971,Woman,New Brunswick,120000,Liberal Party
1988,Woman,Ontario,68000,Conservative Party
1964,Man,British Columbia,200000,Conservative Party
1943,Man,Ontario,109000,Liberal Party
1964,Man,Quebec,120000,Liberal Party
1949,Man,Ontario,60000,Liberal Party
1983,Man,Newfoundland and Labrador,190000,Conservative Party
1950,Man,Quebec,54000,ndp
1964,Man,British Columbia,100000,Conservative Party
1956,Woman,Manitoba,46000,Liberal Party
1965,Woman,Ontario,14000,ndp
1984,Woman,Quebec,29800,Bloc Québécois
1962,Man,Ontario,94000,Conservative Party
1951,Man,Saskatchewan,65000,Conservative Party
1962,Man,British Columbia,48000,ndp
1965,Woman,Ontario,99000,Green Party
1981,Woman,Ontario,125000,ndp
1944,Man,Ontario,125000,Conservative Party
1976,Woman,Manitoba,150000,Conservative Party
1991,Man,Ontario,99000,ndp
1984,Man,Alberta,70000,Conservative Party
1971,Woman,Ontario,69000,Liberal Party
1965,Woman,Ontario,38000,Liberal Party
1977,Woman,British Columbia,51000,Green Party
1972,Man,British Columbia,265000,Liberal Party
1953,Man,Alberta,150000,Conservative Party
1946,Woman,Quebec,39000,Bloc Québécois
1963,Woman,Ontario,140000,Green Party
1958,Woman,Nova Scotia,35000,Liberal Party
1966,Man,Ontario,100000,Liberal Party
1949,Woman,Ontario,140000,Conservative Party
1935,Woman,Saskatchewan,49000,Liberal Party
1953,Man,Alberta,90000,Conservative Party
1928,Man,British Columbia,17000,Another party (please specify)
1954,Woman,Ontario,83000,Conservative Party
1948,Woman,Nova Scotia,19000,ndp
1958,Man,Quebec,140000,Liberal Party
1974,Man,British Columbia,190000,Liberal Party
1970,Man,British Columbia,14000,Liberal Party
1966,Woman,Quebec,240000,Bloc Québécois
1945,Man,Ontario,74500,Green Party
1953,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,16200,Liberal Party
1983,Man,Ontario,220000,Conservative Party
1948,Woman,Ontario,53000,Liberal Party
1980,Man,Alberta,125000,Conservative Party
1983,Man,New Brunswick,69878,Green Party
1980,Woman,British Columbia,250000,Conservative Party
1971,Woman,British Columbia,123000,Conservative Party
1987,Woman,Nova Scotia,90000,Green Party
1950,Man,Quebec,60000,Liberal Party
1952,Woman,Ontario,190000,Liberal Party
1953,Woman,British Columbia,42000,Liberal Party
1973,Woman,Quebec,23000,Conservative Party
1975,Woman,Quebec,89000,ndp
1976,Woman,Quebec,130000,Conservative Party
1975,Woman,Alberta,165000,Conservative Party
1962,Woman,Manitoba,70000,Green Party
1955,Woman,Ontario,75000,Liberal Party
1965,Man,Ontario,125000,ndp
1948,Man,Quebec,72000,Bloc Québécois
1978,Woman,Ontario,111000,Liberal Party
1985,Woman,Quebec,66000,Liberal Party
1972,Woman,Alberta,150000,Conservative Party
1951,Man,Ontario,71000,Conservative Party
1955,Woman,Alberta,107000,Liberal Party
1943,Man,Alberta,47000,Green Party
1978,Woman,Quebec,77000,Liberal Party
1941,Man,Alberta,150000,Conservative Party
1954,Woman,Ontario,35000,Conservative Party
1942,Man,Quebec,55000,Conservative Party
1958,Man,Ontario,43000,Conservative Party
1958,Man,Quebec,27000,Liberal Party
1972,Man,Quebec,90000,People's Party
1974,Woman,Ontario,100000,Green Party
1949,Man,British Columbia,92000,Liberal Party
1952,Woman,Quebec,145000,Liberal Party
1981,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,85000,ndp
1957,Woman,Alberta,24000,Green Party
1971,Woman,Alberta,65000,Green Party
1973,Man,Ontario,95000,Conservative Party
1955,Man,Quebec,115000,Conservative Party
1963,Man,Quebec,125000,Liberal Party
1953,Woman,Ontario,99999,Conservative Party
1988,Man,Saskatchewan,150000,Conservative Party
1945,Woman,British Columbia,30000,Conservative Party
1968,Man,Alberta,190000,Conservative Party
1984,Man,Quebec,80000,Liberal Party
1951,Woman,Quebec,28000,Liberal Party
1990,Man,Alberta,96000,Conservative Party
1964,Woman,Ontario,78000,Conservative Party
1971,Woman,British Columbia,360000,Green Party
1964,Woman,Newfoundland and Labrador,175000,Liberal Party
1989,Woman,Alberta,150000,Conservative Party
1975,Man,Ontario,106000,Conservative Party
1986,Woman,Manitoba,87000,Green Party
1980,Woman,Quebec,35000,Liberal Party
1973,Woman,Alberta,150000,Conservative Party
1978,Woman,Alberta,61000,Liberal Party
1988,Woman,British Columbia,150000,Conservative Party
1961,Man,Quebec,30000,Conservative Party
1984,Woman,Alberta,120000,Conservative Party
1977,Woman,Quebec,108000,Green Party
1967,Man,British Columbia,85000,ndp
1984,Woman,Ontario,86000,Liberal Party
1954,Woman,Quebec,7500,Liberal Party
1945,Woman,Quebec,52000,Liberal Party
1993,Woman,Ontario,52000,ndp
1980,Man,Quebec,131000,Conservative Party
1946,Man,Ontario,50000,Liberal Party
1959,Woman,Ontario,55000,ndp
1957,Man,Ontario,70000,Conservative Party
1962,Woman,Ontario,69000,ndp
1960,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,150000,Bloc Québécois
1987,Woman,Ontario,70000,Liberal Party
1965,Man,Ontario,100000,Conservative Party
1961,Man,Quebec,12000,Liberal Party
1974,Man,Ontario,180000,Conservative Party
1975,Man,Ontario,130000,Conservative Party
1992,Woman,British Columbia,17000,Liberal Party
1976,Woman,Nova Scotia,115000,Liberal Party
1947,Woman,British Columbia,62000,Conservative Party
1946,Man,Alberta,110000,Conservative Party
1972,Man,Quebec,78000,Liberal Party
1977,Man,Newfoundland and Labrador,180000,Conservative Party
1950,Man,British Columbia,62000,Conservative Party
1950,Man,Quebec,60000,Bloc Québécois
1975,Man,British Columbia,82000,Liberal Party
1964,Woman,Quebec,125000,Bloc Québécois
1949,Man,Nova Scotia,80000,Conservative Party
1961,Man,Quebec,180000,Liberal Party
1989,Man,Ontario,77000,Liberal Party
1975,Woman,Ontario,160000,Conservative Party
1991,Woman,New Brunswick,70000,Liberal Party
1929,Man,Alberta,29000,Conservative Party
1954,Man,Ontario,160000,Conservative Party
1960,Man,Quebec,90000,Green Party
1959,Man,Quebec,90000,Conservative Party
1952,Woman,Quebec,21000,Green Party
1972,Man,Saskatchewan,85000,Conservative Party
1946,Man,Ontario,240000,Green Party
1946,Man,Ontario,20000,Conservative Party
1952,Man,Yukon,76000,Liberal Party
1946,Man,Ontario,147000,Green Party
1981,Man,Quebec,33000,Conservative Party
1993,Woman,Alberta,36000,Green Party
1959,Woman,Quebec,32000,Bloc Québécois
1947,Man,New Brunswick,60000,Liberal Party
1989,Woman,Ontario,39000,ndp
1954,Man,Alberta,15000,Conservative Party
1982,Woman,Ontario,104000,Liberal Party
1976,Man,Alberta,16000,Conservative Party
1960,Man,Ontario,95000,Green Party
1952,Man,Ontario,450000,Conservative Party
1943,Man,Alberta,105000,Conservative Party
1960,Woman,Alberta,58000,Conservative Party
1985,Woman,Ontario,105000,Liberal Party
1980,Man,Prince Edward Island,124000,Conservative Party
1971,Woman,Ontario,49000,Green Party
1955,Man,Ontario,40000,Liberal Party
1968,Woman,Ontario,122000,Liberal Party
1971,Woman,Newfoundland and Labrador,50000,Liberal Party
1977,Man,Ontario,80000,Liberal Party
1984,Man,Alberta,152000,Conservative Party
1962,Woman,Newfoundland and Labrador,120000,Conservative Party
1989,Woman,Ontario,65000,ndp
1956,Man,Quebec,110000,Bloc Québécois
1956,Man,Ontario,136000,Conservative Party
1938,Woman,Quebec,60000,Bloc Québécois
1988,Man,British Columbia,81000,Liberal Party
1964,Man,Quebec,110000,Bloc Québécois
1983,Woman,Ontario,25000,Conservative Party
1939,Woman,Quebec,32000,Liberal Party
1991,Man,Quebec,61224,People's Party
1979,Woman,Quebec,70000,Liberal Party
1970,Woman,British Columbia,69000,Liberal Party
1978,Man,Quebec,135000,Bloc Québécois
1950,Woman,Quebec,18500,Bloc Québécois
1955,Woman,New Brunswick,85000,Liberal Party
1968,Woman,New Brunswick,125000,Liberal Party
1984,Woman,Ontario,29000,ndp
1972,Man,Quebec,110000,Liberal Party
1978,Woman,British Columbia,75000,ndp
1964,Man,Quebec,145000,Liberal Party
1971,Man,Quebec,90000,Bloc Québécois
1954,Man,British Columbia,50000,ndp
1947,Man,Quebec,34000,ndp
1952,Man,Ontario,90000,ndp
1972,Man,Quebec,37000,Conservative Party
2001,Woman,Ontario,65000,Green Party
1984,Man,New Brunswick,40000,Liberal Party
1964,Woman,Alberta,36000,Conservative Party
1987,Woman,New Brunswick,36000,Liberal Party
1955,Man,Alberta,25000,Conservative Party
1969,Man,Ontario,130000,ndp
1948,Woman,Manitoba,59000,Liberal Party
1955,Woman,Ontario,60000,Conservative Party
1943,Man,British Columbia,53000,Conservative Party
1951,Man,Ontario,750000,Conservative Party
1950,Man,Quebec,98000,Bloc Québécois
1951,Man,Ontario,75000,Liberal Party
1980,Man,Quebec,51000,Liberal Party
1974,Woman,Nova Scotia,200000,Liberal Party
1960,Man,Alberta,90000,Liberal Party
1979,Woman,Quebec,80000,Liberal Party
1949,Man,Quebec,85000,Conservative Party
1941,Man,Quebec,30000,Liberal Party
1958,Man,Quebec,52000,Conservative Party
1940,Man,British Columbia,60000,Liberal Party
1983,Woman,Saskatchewan,124000,Conservative Party
1953,Woman,British Columbia,40000,ndp
1982,Man,Ontario,92000,ndp
1960,Man,Nova Scotia,75000,Green Party
1985,Woman,Quebec,70000,Conservative Party
1956,Man,Alberta,95000,Conservative Party
1943,Man,British Columbia,87000,Liberal Party
1944,Man,Ontario,115000,Liberal Party
1952,Man,Quebec,95000,Bloc Québécois
1950,Woman,British Columbia,25000,ndp
1964,Man,British Columbia,130000,Conservative Party
1971,Woman,Ontario,49000,Liberal Party
1982,Man,Ontario,500000,Another party (please specify)
1975,Man,Quebec,120000,Conservative Party
1959,Woman,Alberta,32000,Liberal Party
1951,Man,Ontario,101000,Conservative Party
1966,Woman,British Columbia,52000,Conservative Party
1934,Man,British Columbia,103000,ndp
1947,Man,Quebec,34299,Conservative Party
1993,Man,Ontario,600000,Liberal Party
1968,Man,Alberta,100000,Liberal Party
1987,Man,Ontario,51000,Conservative Party
1963,Man,Ontario,65000,Liberal Party
1952,Woman,Alberta,50000,Conservative Party
1950,Man,Ontario,116000,Conservative Party
1950,Woman,Quebec,49000,Liberal Party
1992,Woman,British Columbia,124000,Conservative Party
1962,Woman,Nova Scotia,110000,Liberal Party
1963,Woman,Alberta,100000,Conservative Party
1965,Woman,Alberta,68000,Conservative Party
1941,Man,Quebec,115000,Bloc Québécois
