resp,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
1365,rural,central 2,20,primary/middle school,divorced or separated,0,0.586,0.990358969869679
1366,urban,western,28,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1367,rural,north,22,primary/middle school,currently married,0,0.475,-1.0409124148359898
1368,rural,eastern,30,primary/middle school,widow or widower,0,0.526,-0.10762556240365462
1369,urban,kampala,30,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
1370,urban,kampala,11,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
1371,rural,west nile,12,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
1372,rural,east central,21,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
1373,rural,south west,28,tertiary/post-secondary,currently married,0,0.518,-0.2540235000400994
1374,urban,west nile,20,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
1375,rural,karamoja,16,never attended,currently married,0,0.45,-1.4984059699498786
1376,urban,north,24,primary/middle school,currently married,0,0.475,-1.0409124148359898
1377,urban,kampala,14,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
1378,rural,north,10,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
1379,rural,karamoja,14,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
1380,rural,east central,13,primary/middle school,currently married,0,0.53,-0.03442659358543225
1381,urban,east central,11,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
1382,rural,north,10,primary/middle school,currently married,0,0.475,-1.0409124148359898
1383,rural,south west,19,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1384,urban,central 1,15,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
1385,rural,east central,17,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
1386,rural,central 1,32,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
1387,rural,north,23,primary/middle school,currently married,0,0.475,-1.0409124148359898
1388,rural,central 2,36,primary/middle school,currently living with partner,0,0.586,0.990358969869679
1389,rural,western,13,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1390,rural,south west,34,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1391,rural,north,20,primary/middle school,currently married,0,0.475,-1.0409124148359898
1392,urban,kampala,33,primary/middle school,currently married,0,0.639,1.9602453067111254
1393,rural,east central,11,primary/middle school,currently married,0,0.53,-0.03442659358543225
1394,rural,karamoja,24,primary/middle school,widow or widower,0,0.45,-1.4984059699498786
1395,rural,south west,20,primary/middle school,currently married,0,0.518,-0.2540235000400994
1396,rural,eastern,9,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
1397,rural,eastern,17,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
1398,rural,south west,36,primary/middle school,currently married,0,0.518,-0.2540235000400994
1399,rural,eastern,26,tertiary/post-secondary,currently married,0,0.526,-0.10762556240365462
1400,urban,kampala,12,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
1401,rural,south west,34,never attended,currently living with partner,0,0.518,-0.2540235000400994
1402,urban,kampala,25,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
1403,rural,south west,31,primary/middle school,currently married,0,0.518,-0.2540235000400994
1404,urban,kampala,30,primary/middle school,currently married,0,0.639,1.9602453067111254
1405,rural,karamoja,21,never attended,currently living with partner,0,0.45,-1.4984059699498786
1406,rural,north,8,secondary/post-primary,never married,0,0.475,-1.0409124148359898
1407,urban,central 1,22,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
1408,urban,central 1,16,primary/middle school,currently living with partner,1,0.54,0.14857082846012368
1409,rural,karamoja,27,never attended,currently married,0,0.45,-1.4984059699498786
1410,rural,north,23,primary/middle school,currently married,1,0.475,-1.0409124148359898
1411,rural,central 2,26,never attended,currently living with partner,0,0.586,0.990358969869679
1412,urban,kampala,27,never attended,divorced or separated,0,0.639,1.9602453067111254
1413,rural,north,39,never attended,currently living with partner,0,0.475,-1.0409124148359898
1414,rural,central 2,28,never attended,currently living with partner,0,0.586,0.990358969869679
1415,urban,kampala,21,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
1416,rural,east central,38,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
1417,rural,east central,15,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
1418,rural,west nile,28,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
1419,urban,kampala,33,secondary/post-primary,currently married,1,0.639,1.9602453067111254
1420,rural,central 2,18,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
1421,rural,eastern,22,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
1422,rural,west nile,34,primary/middle school,widow or widower,0,0.486,-0.8396152505858784
1423,rural,north,11,primary/middle school,currently married,0,0.475,-1.0409124148359898
1424,rural,east central,26,primary/middle school,currently married,0,0.53,-0.03442659358543225
1425,rural,central 1,34,tertiary/post-secondary,divorced or separated,1,0.54,0.14857082846012368
1426,urban,kampala,12,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
1427,urban,north,17,secondary/post-primary,currently living with partner,1,0.475,-1.0409124148359898
1428,rural,western,17,secondary/post-primary,divorced or separated,0,0.499,-0.6017186019266556
1429,urban,south west,10,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1430,rural,western,40,primary/middle school,widow or widower,0,0.499,-0.6017186019266556
1431,urban,kampala,16,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
1432,rural,eastern,12,secondary/post-primary,currently living with partner,1,0.526,-0.10762556240365462
1433,urban,kampala,16,secondary/post-primary,never married,0,0.639,1.9602453067111254
1434,rural,west nile,24,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
1435,urban,kampala,39,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
1436,urban,central 1,11,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
1437,rural,south west,18,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1438,rural,karamoja,21,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
1439,rural,central 1,24,secondary/post-primary,currently married,0,0.54,0.14857082846012368
1440,rural,east central,34,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
1441,rural,central 2,12,primary/middle school,currently living with partner,0,0.586,0.990358969869679
1442,urban,kampala,13,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
1443,urban,kampala,19,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
1444,rural,east central,9,primary/middle school,never married,0,0.53,-0.03442659358543225
1445,rural,west nile,24,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
1446,urban,kampala,6,secondary/post-primary,never married,0,0.639,1.9602453067111254
1447,rural,north,25,primary/middle school,currently married,0,0.475,-1.0409124148359898
1448,rural,west nile,13,primary/middle school,currently married,0,0.486,-0.8396152505858784
1449,rural,south west,25,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1450,rural,south west,36,never attended,currently living with partner,0,0.518,-0.2540235000400994
1451,rural,north,22,primary/middle school,currently married,0,0.475,-1.0409124148359898
1452,urban,kampala,22,primary/middle school,currently married,1,0.639,1.9602453067111254
1453,rural,north,30,never attended,currently married,0,0.475,-1.0409124148359898
1454,urban,south west,27,never attended,currently married,0,0.518,-0.2540235000400994
1455,rural,east central,22,primary/middle school,currently married,1,0.53,-0.03442659358543225
1456,urban,kampala,10,primary/middle school,currently married,0,0.639,1.9602453067111254
1457,urban,kampala,22,secondary/post-primary,never married,0,0.639,1.9602453067111254
1458,urban,kampala,23,never attended,divorced or separated,0,0.639,1.9602453067111254
1459,urban,kampala,17,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
1460,rural,east central,31,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
1461,rural,western,16,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
1462,rural,western,34,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1463,rural,central 1,16,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
1464,rural,western,31,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
1465,rural,western,9,secondary/post-primary,never married,0,0.499,-0.6017186019266556
1466,urban,kampala,25,primary/middle school,divorced or separated,1,0.639,1.9602453067111254
1467,rural,west nile,8,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
1468,rural,east central,32,primary/middle school,currently married,0,0.53,-0.03442659358543225
1469,rural,eastern,20,primary/middle school,currently married,1,0.526,-0.10762556240365462
1470,rural,karamoja,17,never attended,currently living with partner,0,0.45,-1.4984059699498786
1471,rural,karamoja,33,never attended,currently married,0,0.45,-1.4984059699498786
1472,rural,eastern,40,primary/middle school,divorced or separated,1,0.526,-0.10762556240365462
1473,rural,east central,10,primary/middle school,never married,0,0.53,-0.03442659358543225
1474,rural,eastern,14,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
1475,rural,south west,35,never attended,currently living with partner,1,0.518,-0.2540235000400994
1476,rural,north,14,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
1477,rural,central 1,38,tertiary/post-secondary,currently living with partner,1,0.54,0.14857082846012368
1478,rural,north,15,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
1479,urban,south west,29,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1480,rural,east central,7,primary/middle school,never married,0,0.53,-0.03442659358543225
1481,rural,south west,22,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
1482,rural,south west,17,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
1483,rural,central 2,22,primary/middle school,divorced or separated,0,0.586,0.990358969869679
1484,rural,north,40,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
1485,rural,north,21,primary/middle school,currently married,0,0.475,-1.0409124148359898
1486,rural,north,18,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
1487,rural,west nile,21,primary/middle school,currently married,0,0.486,-0.8396152505858784
1488,rural,east central,11,never attended,currently living with partner,0,0.53,-0.03442659358543225
1489,rural,western,26,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
